instance,family,activation,dim,modules,threshold_label,task_kind,threshold_reference,t,g_min,threshold_margin,is_true_threshold,n_violating_live_leaves,U_ge_transfer,dict_size_thr_transfer,dict_size_thr_parent,dict_size_thr_drop,dict_size_thr_mix,dict_size_threshold_union,OPT_ge_exposed_milp,OPT_ge_exposed_greedy,OPT_ge_exposed_lp_rounding,LB_ge_omega_common,LB_ge_chi_exact_common,LB_ge_omega_exposed,LB_ge_chi_exact_exposed,LB_ge_omega,LB_ge_chi_exact,T_min_ge_milp,timeout_ge_milp,false_control_behavior,OPT_ge_over_OPT_eq,gap_transfer_over_opt,gap_opt_over_lb_exposed,true_VAC_ge_L_grd
FamilyA_d3_M4_relu_seed0,FamilyA,relu,3,4,tight_true,canonical_true,g_min,-1.5525000000000002,-1.5525000000000002,0.0,True,0,12.0,12,0,40,0,40,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004562312737107277,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_relu_seed0,FamilyA,relu,3,4,false_control,false_control,g_min_plus_delta,-1.5325000000000002,-1.5525000000000002,-0.020000000000000018,False,4,inf,8,0,24,0,24,inf,inf,inf,5,5.0,8,8.0,8,8.0,0.0006706481799483299,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_relu_seed1,FamilyA,relu,3,4,tight_true,canonical_true,g_min,-2.215,-2.215,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004193845205008984,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_relu_seed1,FamilyA,relu,3,4,false_control,false_control,g_min_plus_delta,-2.195,-2.215,-0.020000000000000018,False,3,inf,11,0,32,0,32,inf,inf,inf,6,6.0,9,9.0,9,9.0,0.0007121404632925987,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_relu_seed2,FamilyA,relu,3,4,tight_true,canonical_true,g_min,-2.045,-2.045,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004193674772977829,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_relu_seed2,FamilyA,relu,3,4,false_control,false_control,g_min_plus_delta,-2.025,-2.045,-0.020000000000000018,False,3,inf,11,0,32,0,32,inf,inf,inf,6,6.0,9,9.0,9,9.0,0.0006799688562750816,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_leakyrelu_seed0,FamilyA,leakyrelu,3,4,tight_true,canonical_true,g_min,-1.7517500000000001,-1.7517500000000001,0.0,True,0,12.0,12,0,40,0,40,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004386669956147671,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_leakyrelu_seed0,FamilyA,leakyrelu,3,4,false_control,false_control,g_min_plus_delta,-1.7317500000000001,-1.7517500000000001,-0.020000000000000018,False,4,inf,8,0,24,0,24,inf,inf,inf,5,5.0,8,8.0,8,8.0,0.0006612874567508698,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_leakyrelu_seed1,FamilyA,leakyrelu,3,4,tight_true,canonical_true,g_min,-2.307,-2.307,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004067446105182171,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_leakyrelu_seed1,FamilyA,leakyrelu,3,4,false_control,false_control,g_min_plus_delta,-2.287,-2.307,-0.020000000000000018,False,3,inf,11,0,32,0,32,inf,inf,inf,6,6.0,9,9.0,9,9.0,0.0006642574444413185,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_leakyrelu_seed2,FamilyA,leakyrelu,3,4,tight_true,canonical_true,g_min,-2.2145,-2.2145,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004204126074910164,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_leakyrelu_seed2,FamilyA,leakyrelu,3,4,false_control,false_control,g_min_plus_delta,-2.1945,-2.2145,-0.020000000000000018,False,3,inf,11,0,32,0,32,inf,inf,inf,6,6.0,9,9.0,9,9.0,0.0006740884855389595,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_abs_seed0,FamilyA,abs,3,4,tight_true,canonical_true,g_min,-0.10900000000000007,-0.10900000000000007,0.0,True,0,12.0,12,0,40,0,40,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004301172681152821,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_abs_seed0,FamilyA,abs,3,4,false_control,false_control,g_min_plus_delta,-0.08900000000000007,-0.10900000000000007,-0.020000000000000004,False,8,inf,4,0,12,0,12,inf,inf,inf,9,9.0,10,10.0,10,10.0,0.0006520869210362434,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_abs_seed1,FamilyA,abs,3,4,tight_true,canonical_true,g_min,-1.4050000000000002,-1.4050000000000002,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004182535223662853,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_abs_seed1,FamilyA,abs,3,4,false_control,false_control,g_min_plus_delta,-1.3850000000000002,-1.4050000000000002,-0.020000000000000018,False,6,inf,8,0,22,0,22,inf,inf,inf,8,8.0,10,10.0,10,10.0,0.0006498862057924271,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_abs_seed2,FamilyA,abs,3,4,tight_true,canonical_true,g_min,-0.3500000000000001,-0.3500000000000001,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004173354245722294,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_abs_seed2,FamilyA,abs,3,4,false_control,false_control,g_min_plus_delta,-0.33000000000000007,-0.3500000000000001,-0.020000000000000018,False,10,inf,4,0,10,0,10,inf,inf,inf,12,12.0,12,12.0,12,12.0,0.0006645182147622108,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_maxout_seed0,FamilyA,maxout,3,4,tight_true,canonical_true,g_min,-0.598125,-0.598125,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.0044664256274700165,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_maxout_seed0,FamilyA,maxout,3,4,false_control,false_control,g_min_plus_delta,-0.578125,-0.598125,-0.020000000000000018,False,4,inf,10,0,29,0,29,inf,inf,inf,6,6.0,9,9.0,9,9.0,0.0006617773324251175,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_maxout_seed1,FamilyA,maxout,3,4,tight_true,canonical_true,g_min,-1.0695833333333336,-1.0695833333333336,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.00419116485863924,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_maxout_seed1,FamilyA,maxout,3,4,false_control,false_control,g_min_plus_delta,-1.0495833333333335,-1.0695833333333336,-0.020000000000000018,False,4,inf,10,0,29,0,29,inf,inf,inf,6,6.0,9,9.0,9,9.0,0.0006810594350099564,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M4_maxout_seed2,FamilyA,maxout,3,4,tight_true,canonical_true,g_min,-0.23166666666666672,-0.23166666666666672,0.0,True,0,14.0,14,0,45,0,45,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.004197636619210243,False,finite_cover,0.5,2.0,1.0,
FamilyA_d3_M4_maxout_seed2,FamilyA,maxout,3,4,false_control,false_control,g_min_plus_delta,-0.21166666666666673,-0.23166666666666672,-0.01999999999999999,False,8,inf,6,0,17,0,17,inf,inf,inf,9,9.0,11,11.0,11,11.0,0.0006735790520906448,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_relu_seed0,FamilyA,relu,3,6,tight_true,canonical_true,g_min,-1.3916666666666668,-1.3916666666666668,0.0,True,0,33.0,33,0,161,0,161,17.0,18.0,17.0,1,,12,,12,,0.003696438856422901,False,finite_cover,0.5151515151515151,1.9411764705882353,1.4166666666666667,
FamilyA_d3_M6_relu_seed0,FamilyA,relu,3,6,false_control,false_control,g_min_plus_delta,-1.3716666666666668,-1.3916666666666668,-0.020000000000000018,False,4,inf,29,0,137,0,137,inf,inf,inf,7,,15,,15,,0.0008463812991976738,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_relu_seed1,FamilyA,relu,3,6,tight_true,canonical_true,g_min,-2.2350000000000003,-2.2350000000000003,0.0,True,0,34.0,34,0,165,0,165,17.0,17.0,17.0,1,,12,,12,,0.003694348968565464,False,finite_cover,0.5,2.0,1.4166666666666667,
FamilyA_d3_M6_relu_seed1,FamilyA,relu,3,6,false_control,false_control,g_min_plus_delta,-2.2150000000000003,-2.2350000000000003,-0.020000000000000018,False,2,inf,32,0,152,0,152,inf,inf,inf,7,,15,,15,,0.000852302648127079,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_relu_seed2,FamilyA,relu,3,6,tight_true,canonical_true,g_min,-2.1550000000000002,-2.1550000000000002,0.0,True,0,36.0,36,0,174,0,174,19.0,19.0,19.0,1,,15,,15,,0.003680477850139141,False,finite_cover,0.5277777777777778,1.894736842105263,1.2666666666666666,
FamilyA_d3_M6_relu_seed2,FamilyA,relu,3,6,false_control,false_control,g_min_plus_delta,-2.1350000000000002,-2.1550000000000002,-0.020000000000000018,False,2,inf,34,0,161,0,161,inf,inf,inf,6,,16,,16,,0.0008622333407402039,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_leakyrelu_seed0,FamilyA,leakyrelu,3,6,tight_true,canonical_true,g_min,-1.6460833333333336,-1.6460833333333336,0.0,True,0,33.0,33,0,161,0,161,17.0,18.0,17.0,1,,12,,12,,0.003703649155795574,False,finite_cover,0.5151515151515151,1.9411764705882353,1.4166666666666667,
FamilyA_d3_M6_leakyrelu_seed0,FamilyA,leakyrelu,3,6,false_control,false_control,g_min_plus_delta,-1.6260833333333335,-1.6460833333333336,-0.020000000000000018,False,4,inf,29,0,137,0,137,inf,inf,inf,7,,15,,15,,0.0008391914889216423,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_leakyrelu_seed1,FamilyA,leakyrelu,3,6,tight_true,canonical_true,g_min,-2.4005,-2.4005,0.0,True,0,34.0,34,0,165,0,165,17.0,17.0,17.0,1,,12,,12,,0.003751203417778015,False,finite_cover,0.5,2.0,1.4166666666666667,
FamilyA_d3_M6_leakyrelu_seed1,FamilyA,leakyrelu,3,6,false_control,false_control,g_min_plus_delta,-2.3805,-2.4005,-0.020000000000000018,False,2,inf,32,0,152,0,152,inf,inf,inf,7,,15,,15,,0.0008695637807250023,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_leakyrelu_seed2,FamilyA,leakyrelu,3,6,tight_true,canonical_true,g_min,-2.52925,-2.52925,0.0,True,0,36.0,36,0,174,0,174,19.0,19.0,19.0,1,,15,,15,,0.0036918791010975838,False,finite_cover,0.5277777777777778,1.894736842105263,1.2666666666666666,
FamilyA_d3_M6_leakyrelu_seed2,FamilyA,leakyrelu,3,6,false_control,false_control,g_min_plus_delta,-2.50925,-2.52925,-0.020000000000000018,False,2,inf,34,0,161,0,161,inf,inf,inf,6,,16,,16,,0.0008602617308497429,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_abs_seed0,FamilyA,abs,3,6,tight_true,canonical_true,g_min,0.33980769230769226,0.33980769230769226,0.0,True,0,33.0,33,0,161,0,161,17.0,18.0,17.0,1,,12,,12,,0.0037138406187295914,False,finite_cover,0.5151515151515151,1.9411764705882353,1.4166666666666667,
FamilyA_d3_M6_abs_seed0,FamilyA,abs,3,6,false_control,false_control,g_min_plus_delta,0.3598076923076923,0.33980769230769226,-0.020000000000000018,False,8,inf,25,0,117,0,117,inf,inf,inf,11,,16,,16,,0.000844242051243782,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_abs_seed1,FamilyA,abs,3,6,tight_true,canonical_true,g_min,-0.8450000000000001,-0.8450000000000001,0.0,True,0,34.0,34,0,165,0,165,17.0,17.0,17.0,1,,12,,12,,0.0036434661597013474,False,finite_cover,0.5,2.0,1.4166666666666667,
FamilyA_d3_M6_abs_seed1,FamilyA,abs,3,6,false_control,false_control,g_min_plus_delta,-0.8250000000000001,-0.8450000000000001,-0.020000000000000018,False,6,inf,28,0,130,0,130,inf,inf,inf,10,,16,,16,,0.0008409209549427032,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_abs_seed2,FamilyA,abs,3,6,tight_true,canonical_true,g_min,0.1533333333333332,0.1533333333333332,0.0,True,0,36.0,36,0,174,0,174,19.0,19.0,19.0,1,,15,,15,,0.0036947792395949364,False,finite_cover,0.5277777777777778,1.894736842105263,1.2666666666666666,
FamilyA_d3_M6_abs_seed2,FamilyA,abs,3,6,false_control,false_control,g_min_plus_delta,0.1733333333333332,0.1533333333333332,-0.01999999999999999,False,8,inf,28,0,130,0,130,inf,inf,inf,11,,16,,16,,0.0008537331596016884,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_maxout_seed0,FamilyA,maxout,3,6,tight_true,canonical_true,g_min,-0.13468750000000013,-0.13468750000000013,0.0,True,0,32.0,32,0,157,0,157,16.0,16.0,16.0,1,,12,,12,,0.00373863335698843,False,finite_cover,0.5,2.0,1.3333333333333333,
FamilyA_d3_M6_maxout_seed0,FamilyA,maxout,3,6,false_control,false_control,g_min_plus_delta,-0.11468750000000012,-0.13468750000000013,-0.020000000000000004,False,8,inf,24,0,113,0,113,inf,inf,inf,11,,16,,16,,0.0008174693211913109,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_maxout_seed1,FamilyA,maxout,3,6,tight_true,canonical_true,g_min,-0.40833333333333344,-0.40833333333333344,0.0,True,0,29.0,29,0,144,0,144,15.0,15.0,15.0,1,,11,,11,,0.003740292973816395,False,finite_cover,0.5172413793103449,1.9333333333333333,1.3636363636363635,
FamilyA_d3_M6_maxout_seed1,FamilyA,maxout,3,6,false_control,false_control,g_min_plus_delta,-0.3883333333333334,-0.40833333333333344,-0.020000000000000018,False,4,inf,25,0,120,0,120,inf,inf,inf,8,,13,,13,,0.0008385507389903069,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M6_maxout_seed2,FamilyA,maxout,3,6,tight_true,canonical_true,g_min,-0.12875000000000003,-0.12875000000000003,0.0,True,0,36.0,36,0,174,0,174,19.0,19.0,19.0,1,,12,,12,,0.0036451155319809914,False,finite_cover,0.5277777777777778,1.894736842105263,1.5833333333333333,
FamilyA_d3_M6_maxout_seed2,FamilyA,maxout,3,6,false_control,false_control,g_min_plus_delta,-0.10875000000000003,-0.12875000000000003,-0.020000000000000004,False,12,inf,24,0,110,0,110,inf,inf,inf,15,,16,,16,,0.0008379211649298668,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_relu_seed0,FamilyA,relu,3,8,tight_true,canonical_true,g_min,-1.5150000000000001,-1.5150000000000001,0.0,True,0,66.0,66,0,384,0,384,34.0,35.0,34.0,1,,16,,16,,0.004613186232745647,False,finite_cover,0.5151515151515151,1.9411764705882353,2.125,
FamilyA_d3_M8_relu_seed0,FamilyA,relu,3,8,false_control,false_control,g_min_plus_delta,-1.495,-1.5150000000000001,-0.020000000000000018,False,4,inf,62,0,384,0,384,inf,inf,inf,8,,16,,16,,0.0012113377451896667,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_relu_seed1,FamilyA,relu,3,8,tight_true,canonical_true,g_min,-0.44000000000000006,-0.44000000000000006,0.0,True,0,55.0,55,0,372,0,372,28.0,29.0,28.0,1,,16,,16,,0.004337924532592297,False,finite_cover,0.509090909090909,1.9642857142857142,1.75,
FamilyA_d3_M8_relu_seed1,FamilyA,relu,3,8,false_control,false_control,g_min_plus_delta,-0.42000000000000004,-0.44000000000000006,-0.020000000000000018,False,4,inf,51,0,340,0,340,inf,inf,inf,7,,16,,16,,0.0011691944673657417,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_relu_seed2,FamilyA,relu,3,8,tight_true,canonical_true,g_min,-1.31,-1.31,0.0,True,0,67.0,67,0,384,0,384,34.0,36.0,34.0,1,,16,,16,,0.004451854154467583,False,finite_cover,0.5074626865671642,1.9705882352941178,2.125,
FamilyA_d3_M8_relu_seed2,FamilyA,relu,3,8,false_control,false_control,g_min_plus_delta,-1.29,-1.31,-0.020000000000000018,False,4,inf,63,0,384,0,384,inf,inf,inf,8,,16,,16,,0.001307235099375248,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_leakyrelu_seed0,FamilyA,leakyrelu,3,8,tight_true,canonical_true,g_min,-1.9932500000000002,-1.9932500000000002,0.0,True,0,66.0,66,0,384,0,384,34.0,35.0,34.0,1,,16,,16,,0.004603106528520584,False,finite_cover,0.5151515151515151,1.9411764705882353,2.125,
FamilyA_d3_M8_leakyrelu_seed0,FamilyA,leakyrelu,3,8,false_control,false_control,g_min_plus_delta,-1.9732500000000002,-1.9932500000000002,-0.020000000000000018,False,4,inf,62,0,384,0,384,inf,inf,inf,8,,16,,16,,0.0013163862749934196,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_leakyrelu_seed1,FamilyA,leakyrelu,3,8,tight_true,canonical_true,g_min,-1.2859999999999998,-1.2859999999999998,0.0,True,0,55.0,55,0,372,0,372,28.0,29.0,28.0,1,,16,,16,,0.004387660883367062,False,finite_cover,0.509090909090909,1.9642857142857142,1.75,
FamilyA_d3_M8_leakyrelu_seed1,FamilyA,leakyrelu,3,8,false_control,false_control,g_min_plus_delta,-1.2659999999999998,-1.2859999999999998,-0.020000000000000018,False,2,inf,53,0,355,0,355,inf,inf,inf,5,,16,,16,,0.0011662757024168968,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_leakyrelu_seed2,FamilyA,leakyrelu,3,8,tight_true,canonical_true,g_min,-1.91975,-1.91975,0.0,True,0,67.0,67,0,384,0,384,34.0,36.0,34.0,1,,16,,16,,0.00448150560259819,False,finite_cover,0.5074626865671642,1.9705882352941178,2.125,
FamilyA_d3_M8_leakyrelu_seed2,FamilyA,leakyrelu,3,8,false_control,false_control,g_min_plus_delta,-1.89975,-1.91975,-0.020000000000000018,False,2,inf,65,0,384,0,384,inf,inf,inf,5,,16,,16,,0.001202496699988842,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_abs_seed0,FamilyA,abs,3,8,tight_true,canonical_true,g_min,0.49083333333333323,0.49083333333333323,0.0,True,0,66.0,66,0,384,0,384,34.0,35.0,34.0,1,,16,,16,,0.004595574922859669,False,finite_cover,0.5151515151515151,1.9411764705882353,2.125,
FamilyA_d3_M8_abs_seed0,FamilyA,abs,3,8,false_control,false_control,g_min_plus_delta,0.5108333333333333,0.49083333333333323,-0.020000000000000018,False,8,inf,58,0,380,0,380,inf,inf,inf,11,,16,,16,,0.0012754229828715324,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_abs_seed1,FamilyA,abs,3,8,tight_true,canonical_true,g_min,1.4925,1.4925,0.0,True,0,55.0,55,0,372,0,372,28.0,29.0,28.0,1,,16,,16,,0.0043308548629283905,False,finite_cover,0.509090909090909,1.9642857142857142,1.75,
FamilyA_d3_M8_abs_seed1,FamilyA,abs,3,8,false_control,false_control,g_min_plus_delta,1.5125,1.4925,-0.020000000000000018,False,8,inf,47,0,312,0,312,inf,inf,inf,12,,16,,16,,0.0010823486372828484,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_abs_seed2,FamilyA,abs,3,8,tight_true,canonical_true,g_min,1.037,1.037,0.0,True,0,67.0,67,0,384,0,384,34.0,36.0,34.0,1,,16,,16,,0.004471765831112862,False,finite_cover,0.5074626865671642,1.9705882352941178,2.125,
FamilyA_d3_M8_abs_seed2,FamilyA,abs,3,8,false_control,false_control,g_min_plus_delta,1.057,1.037,-0.020000000000000018,False,8,inf,59,0,384,0,384,inf,inf,inf,11,,16,,16,,0.0012478204444050789,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_maxout_seed0,FamilyA,maxout,3,8,tight_true,canonical_true,g_min,0.2206249999999999,0.2206249999999999,0.0,True,0,68.0,68,0,384,0,384,35.0,37.0,35.0,1,,16,,16,,0.0046785008162260056,False,finite_cover,0.5147058823529411,1.9428571428571428,2.1875,
FamilyA_d3_M8_maxout_seed0,FamilyA,maxout,3,8,false_control,false_control,g_min_plus_delta,0.2406249999999999,0.2206249999999999,-0.01999999999999999,False,12,inf,56,0,365,0,365,inf,inf,inf,15,,16,,16,,0.0011598244309425354,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_maxout_seed1,FamilyA,maxout,3,8,tight_true,canonical_true,g_min,0.9598333333333332,0.9598333333333332,0.0,True,0,61.0,61,0,384,0,384,31.0,31.0,31.0,1,,16,,16,,0.004432503134012222,False,finite_cover,0.5081967213114754,1.967741935483871,1.9375,
FamilyA_d3_M8_maxout_seed1,FamilyA,maxout,3,8,false_control,false_control,g_min_plus_delta,0.9798333333333332,0.9598333333333332,-0.020000000000000018,False,8,inf,53,0,350,0,350,inf,inf,inf,10,,16,,16,,0.0012597320601344109,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_maxout_seed2,FamilyA,maxout,3,8,tight_true,canonical_true,g_min,0.5062499999999999,0.5062499999999999,0.0,True,0,67.0,67,0,384,0,384,35.0,35.0,35.0,1,,16,,16,,0.004427012056112289,False,finite_cover,0.5223880597014925,1.9142857142857144,2.1875,
FamilyA_d3_M8_maxout_seed2,FamilyA,maxout,3,8,false_control,false_control,g_min_plus_delta,0.5262499999999999,0.5062499999999999,-0.020000000000000018,False,8,inf,59,0,384,0,384,inf,inf,inf,10,,16,,16,,0.00118221715092659,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_relu_seed0,FamilyA,relu,3,10,tight_true,canonical_true,g_min,-1.76,-1.76,0.0,True,0,104.0,104,0,384,0,384,75.0,76.0,75.0,1,,16,,16,,0.006441949866712093,False,finite_cover,0.7211538461538461,1.3866666666666667,4.6875,
FamilyA_d3_M10_relu_seed0,FamilyA,relu,3,10,false_control,false_control,g_min_plus_delta,-1.74,-1.76,-0.020000000000000018,False,4,inf,100,0,384,0,384,inf,inf,inf,1,,16,,16,,0.0013333288952708244,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_relu_seed1,FamilyA,relu,3,10,tight_true,canonical_true,g_min,-0.62,-0.62,0.0,True,0,109.0,109,0,384,0,384,78.0,81.0,78.0,1,,16,,16,,0.008254610933363438,False,finite_cover,0.7155963302752294,1.3974358974358974,4.875,
FamilyA_d3_M10_relu_seed1,FamilyA,relu,3,10,false_control,false_control,g_min_plus_delta,-0.6,-0.62,-0.020000000000000018,False,4,inf,105,0,384,0,384,inf,inf,inf,4,,16,,16,,0.0012845732271671295,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_relu_seed2,FamilyA,relu,3,10,tight_true,canonical_true,g_min,-1.59,-1.59,0.0,True,0,94.0,94,0,384,0,384,61.0,63.0,61.0,1,,16,,16,,0.00582246296107769,False,finite_cover,0.648936170212766,1.540983606557377,3.8125,
FamilyA_d3_M10_relu_seed2,FamilyA,relu,3,10,false_control,false_control,g_min_plus_delta,-1.57,-1.59,-0.020000000000000018,False,6,inf,88,0,384,0,384,inf,inf,inf,4,,16,,16,,0.0012321388348937035,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_leakyrelu_seed0,FamilyA,leakyrelu,3,10,tight_true,canonical_true,g_min,-2.467,-2.467,0.0,True,0,104.0,104,0,384,0,384,75.0,76.0,75.0,1,,16,,16,,0.006224002689123154,False,finite_cover,0.7211538461538461,1.3866666666666667,4.6875,
FamilyA_d3_M10_leakyrelu_seed0,FamilyA,leakyrelu,3,10,false_control,false_control,g_min_plus_delta,-2.447,-2.467,-0.020000000000000018,False,2,inf,102,0,384,0,384,inf,inf,inf,1,,16,,16,,0.0013290466740727425,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_leakyrelu_seed1,FamilyA,leakyrelu,3,10,tight_true,canonical_true,g_min,-1.2610000000000001,-1.2610000000000001,0.0,True,0,109.0,109,0,384,0,384,78.0,81.0,78.0,1,,16,,16,,0.008264381438493729,False,finite_cover,0.7155963302752294,1.3974358974358974,4.875,
FamilyA_d3_M10_leakyrelu_seed1,FamilyA,leakyrelu,3,10,false_control,false_control,g_min_plus_delta,-1.241,-1.2610000000000001,-0.020000000000000018,False,7,inf,102,0,384,0,384,inf,inf,inf,5,,16,,16,,0.001270032487809658,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_leakyrelu_seed2,FamilyA,leakyrelu,3,10,tight_true,canonical_true,g_min,-2.2051250000000002,-2.2051250000000002,0.0,True,0,94.0,94,0,384,0,384,61.0,63.0,61.0,1,,16,,16,,0.005732656456530094,False,finite_cover,0.648936170212766,1.540983606557377,3.8125,
FamilyA_d3_M10_leakyrelu_seed2,FamilyA,leakyrelu,3,10,false_control,false_control,g_min_plus_delta,-2.185125,-2.2051250000000002,-0.020000000000000018,False,6,inf,88,0,384,0,384,inf,inf,inf,4,,16,,16,,0.0012417398393154144,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_abs_seed0,FamilyA,abs,3,10,tight_true,canonical_true,g_min,1.3146666666666664,1.3146666666666664,0.0,True,0,104.0,104,0,384,0,384,75.0,76.0,75.0,1,,16,,16,,0.006425919011235237,False,finite_cover,0.7211538461538461,1.3866666666666667,4.6875,
FamilyA_d3_M10_abs_seed0,FamilyA,abs,3,10,false_control,false_control,g_min_plus_delta,1.3346666666666664,1.3146666666666664,-0.020000000000000018,False,14,inf,90,0,384,0,384,inf,inf,inf,3,,16,,16,,0.0012732930481433868,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_abs_seed1,FamilyA,abs,3,10,tight_true,canonical_true,g_min,1.9283333333333332,1.9283333333333332,0.0,True,0,109.0,109,0,384,0,384,78.0,81.0,78.0,1,,16,,16,,0.008215648122131824,False,finite_cover,0.7155963302752294,1.3974358974358974,4.875,
FamilyA_d3_M10_abs_seed1,FamilyA,abs,3,10,false_control,false_control,g_min_plus_delta,1.9483333333333333,1.9283333333333332,-0.020000000000000018,False,12,inf,97,0,384,0,384,inf,inf,inf,8,,16,,16,,0.0012757619842886925,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_abs_seed2,FamilyA,abs,3,10,tight_true,canonical_true,g_min,1.5999999999999996,1.5999999999999996,0.0,True,0,94.0,94,0,384,0,384,61.0,63.0,61.0,1,,16,,16,,0.005755619145929813,False,finite_cover,0.648936170212766,1.540983606557377,3.8125,
FamilyA_d3_M10_abs_seed2,FamilyA,abs,3,10,false_control,false_control,g_min_plus_delta,1.6199999999999997,1.5999999999999996,-0.020000000000000018,False,14,inf,80,0,384,0,384,inf,inf,inf,5,,16,,16,,0.0012461496517062187,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_maxout_seed0,FamilyA,maxout,3,10,tight_true,canonical_true,g_min,0.19999999999999996,0.19999999999999996,0.0,True,0,114.0,114,0,384,0,384,83.0,83.0,83.0,1,,16,,16,,0.008861315436661243,False,finite_cover,0.7280701754385965,1.3734939759036144,5.1875,
FamilyA_d3_M10_maxout_seed0,FamilyA,maxout,3,10,false_control,false_control,g_min_plus_delta,0.21999999999999995,0.19999999999999996,-0.01999999999999999,False,8,inf,106,0,384,0,384,inf,inf,inf,2,,16,,16,,0.0014047417789697647,False,no_finite_cover_or_timeout,,,,
